"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_limit_order[Sell]","tests","Fri Jun 27 04:23:40 GMT 2025","broken","Fri Jun 27 04:23:40 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции расчета среднего объема avg_volume","1","test_avg_volume","tests","Fri Jun 27 04:24:01 GMT 2025","passed","Fri Jun 27 04:24:01 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_open_and_cancel_tp_sl_order[Sell]","tests","Fri Jun 27 04:24:01 GMT 2025","broken","Fri Jun 27 04:24:01 GMT 2025","","integration_test","",""
"Тест функции для определения тренда на разных таймфреймах","111","test_determine_trend","tests","Fri Jun 27 04:24:21 GMT 2025","failed","Fri Jun 27 04:24:21 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","53","test_find_imbalance","tests","Fri Jun 27 04:24:01 GMT 2025","broken","Fri Jun 27 04:24:01 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_find_tp_sl_order_mock","tests","Fri Jun 27 04:23:40 GMT 2025","broken","Fri Jun 27 04:23:40 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_get_current_price_of_coin","tests","Fri Jun 27 04:23:40 GMT 2025","broken","Fri Jun 27 04:23:40 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","53","test_find_imbalance","tests","Fri Jun 27 04:24:01 GMT 2025","broken","Fri Jun 27 04:24:01 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_find_tp_sl_order","tests","Fri Jun 27 04:24:01 GMT 2025","broken","Fri Jun 27 04:24:01 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции расчета среднего объема avg_volume","0","test_avg_volume","tests","Fri Jun 27 04:24:01 GMT 2025","passed","Fri Jun 27 04:24:01 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_open_and_cancel_tp_sl_order[Buy]","tests","Fri Jun 27 04:24:01 GMT 2025","broken","Fri Jun 27 04:24:01 GMT 2025","","integration_test","",""
"","0","test_tp_sl_order_mock","tests","Fri Jun 27 04:23:20 GMT 2025","broken","Fri Jun 27 04:23:20 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_market_order[Buy]","tests","Fri Jun 27 04:23:20 GMT 2025","broken","Fri Jun 27 04:23:20 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"","0","test_limit_order[Buy]","tests","Fri Jun 27 04:23:20 GMT 2025","broken","Fri Jun 27 04:23:20 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения имбаланса на разных таймфреймах","12","test_find_imbalance","tests","Fri Jun 27 04:24:01 GMT 2025","broken","Fri Jun 27 04:24:01 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_market_order[Sell]","tests","Fri Jun 27 04:23:40 GMT 2025","broken","Fri Jun 27 04:23:40 GMT 2025","TestSpotOrders","SpotOrders_test","",""
"Тест функции для определения тренда на разных таймфреймах","61","test_detect_trend","tests","Fri Jun 27 04:24:01 GMT 2025","passed","Fri Jun 27 04:24:01 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"Тест функции проверки объемов check_volumes","36","test_check_volumes","tests","Fri Jun 27 04:24:01 GMT 2025","passed","Fri Jun 27 04:24:01 GMT 2025","TestTechAnalysis","Techanalysis_test","",""
"","0","test_limits","tests","Fri Jun 27 04:23:20 GMT 2025","broken","Fri Jun 27 04:23:20 GMT 2025","TestSpotOrders","SpotOrders_test","",""
